1,-9.99201e-16
1,-8.88178e-16
1,-8.88178e-16
1,-8.88178e-16
1,-8.88178e-16
1,-7.77156e-16
1,-5.55112e-16
1,-4.44089e-16
1,-4.44089e-16
1,-3.33067e-16
1,-3.33067e-16
1,-3.33067e-16
1,-3.33067e-16
1,-2.22045e-16
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.633975
1,0.646447
1,0.719224
1,0.75
1,0.75
1,0.75
1,0.816987
1,0.816987
1,0.816987
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1.25
1,1.25
1,1.25
1,1.35355
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.5
1,1.68301
1,1.68301
1,1.68301
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.36603
1,2.5
1,2.5
1,2.78078
