Trait,Indicator,H2r,pvalue
VOXEL_48_118_123,128.278,0.438502,0.00579884
VOXEL_48_118_124,127.564,0.405535,0.0109978
VOXEL_48_118_135,137.479,0.518123,0.00159968
VOXEL_48_119_84,107.173,0,1
VOXEL_48_119_85,106.863,0,1
VOXEL_48_119_104,137.928,0.370317,0.00019996
VOXEL_48_119_105,144.957,0.459023,0.00019996
VOXEL_48_119_122,129.112,0.455586,0.00319936
VOXEL_48_119_123,127.122,0.401834,0.00819836
VOXEL_48_119_135,127.17,0.358517,0.0143971
VOXEL_48_120_77,117.367,0.172618,0.0709858
VOXEL_48_120_85,122.369,0.325417,0.0615877
VOXEL_48_120_104,141.822,0.39371,0.00019996
VOXEL_48_120_122,129.664,0.448537,0.00219956
VOXEL_48_120_123,127.935,0.40176,0.00379924
VOXEL_48_120_134,107.944,0.00886483,0.468706
VOXEL_48_121_76,114.53,0.151181,0.163367
VOXEL_48_121_77,123.285,0.302162,0.0121976
VOXEL_48_121_103,124.299,0.212775,0.00839832
VOXEL_48_121_122,135.032,0.534418,0.00019996
VOXEL_48_121_123,132.421,0.461305,0.00039992
VOXEL_48_121_133,122.473,0.216041,0.0303939
VOXEL_48_121_134,124.917,0.366676,0.0107978
VOXEL_48_121_135,119.057,0.279342,0.103779
VOXEL_48_122_76,120.674,0.241185,0.0477904
VOXEL_48_122_77,126.104,0.340123,0.00639872
VOXEL_48_122_102,117.576,0.185868,0.0929814
VOXEL_48_122_121,132.185,0.481604,0.00039992
VOXEL_48_122_122,134.002,0.488086,0.00019996
VOXEL_48_122_133,124.419,0.32398,0.0165967
VOXEL_48_122_135,131.854,0.49627,0.00259948
VOXEL_48_123_76,112.262,0.0699425,0.254749
VOXEL_48_123_77,123.11,0.242232,0.0217956
VOXEL_48_123_101,120.867,0.240337,0.0471906
VOXEL_48_123_102,120.826,0.238487,0.0413917
VOXEL_48_123_120,127.348,0.377436,0.00539892
VOXEL_48_123_121,128.661,0.402741,0.0029994
VOXEL_48_123_122,132.134,0.421155,0.00039992
VOXEL_48_123_136,109.15,0.0380398,0.416317
VOXEL_48_124_76,113.854,0.107077,0.225355
VOXEL_48_124_77,115.839,0.129913,0.117576
VOXEL_48_124_100,119.852,0.21626,0.0585883
VOXEL_48_124_101,117.305,0.165826,0.125175
VOXEL_48_124_120,124.339,0.313453,0.0143971
VOXEL_48_124_136,113.77,0.12011,0.253549
VOXEL_48_125_76,108.426,0.0195084,0.424115
VOXEL_48_125_77,114.164,0.146071,0.271746
VOXEL_48_125_99,119.493,0.1552,0.064987
VOXEL_48_125_100,118.835,0.165509,0.0817836
VOXEL_48_125_119,115.38,0.139682,0.118376
VOXEL_48_125_120,119.806,0.210313,0.044991
VOXEL_48_125_136,115.8,0.114421,0.185563
VOXEL_48_126_76,109.51,0.0462431,0.385323
VOXEL_48_126_77,115.154,0.173769,0.261348
VOXEL_48_126_98,121.916,0.229077,0.0435913
VOXEL_48_126_99,124.911,0.236788,0.0315937
VOXEL_48_126_119,114.969,0.130664,0.132573
VOXEL_48_126_136,124.229,0.374611,0.00959808
VOXEL_48_127_76,112.671,0.132524,0.284743
VOXEL_48_127_77,115.527,0.209013,0.121176
VOXEL_48_127_78,113.627,0.144316,0.168566
VOXEL_48_127_96,126.218,0.332136,0.0141972
VOXEL_48_127_97,128.15,0.370568,0.0127974
VOXEL_48_127_98,128.21,0.343596,0.0289942
VOXEL_48_127_118,109.324,0.0315207,0.367926
VOXEL_48_127_119,111.254,0.0621509,0.278544
VOXEL_48_128_77,121.061,0.351082,0.0235953
VOXEL_48_128_78,117.196,0.221805,0.0763847
VOXEL_48_128_95,127.281,0.366429,0.00939812
VOXEL_48_128_96,122.832,0.329422,0.0413917
VOXEL_48_128_97,132.066,0.477767,0.00639872
VOXEL_48_129_77,117.776,0.24407,0.069786
VOXEL_48_129_78,112.651,0.114332,0.194161
VOXEL_48_129_93,122.493,0.297127,0.0329934
VOXEL_48_129_94,127.495,0.432952,0.0225955
VOXEL_48_129_95,132.344,0.540916,0.00639872
VOXEL_48_130_76,121.792,0.257995,0.025195
VOXEL_48_130_79,108.431,0.0208429,0.436513
VOXEL_48_130_81,108.09,0.0119847,0.453709
VOXEL_48_130_82,120.219,0.20054,0.0525895
VOXEL_48_130_91,114.519,0.14704,0.154369
VOXEL_48_130_92,117.932,0.233556,0.0933813
VOXEL_48_130_93,120.366,0.288241,0.0673865
VOXEL_48_131_75,130.16,0.349028,0.00919816
VOXEL_48_131_76,119.569,0.189849,0.113977
VOXEL_48_131_77,111.495,0.0603637,0.327934
VOXEL_48_131_83,124.298,0.3081,0.0133973
VOXEL_48_131_84,112.187,0.0879789,0.254949
VOXEL_48_131_85,117.572,0.201758,0.0881824
VOXEL_48_131_86,117.406,0.200875,0.112178
VOXEL_48_131_87,111.998,0.0888809,0.260748
VOXEL_48_131_88,110.45,0.0468459,0.312537
VOXEL_48_131_91,111.023,0.0615902,0.322336
VOXEL_48_132_74,116.164,0.174106,0.15217
VOXEL_48_132_75,116.064,0.147048,0.145371
VOXEL_48_132_76,121.365,0.249039,0.064787
VOXEL_48_132_115,108.248,0.0127394,0.452709
VOXEL_48_133_73,115.611,0.173773,0.126975
VOXEL_48_133_74,113.449,0.107203,0.245351
VOXEL_48_133_75,116.615,0.162614,0.135573
VOXEL_48_133_76,117.454,0.189817,0.116777
VOXEL_48_133_104,124.169,0.360063,0.019996
VOXEL_48_133_105,121.349,0.293883,0.0385923
VOXEL_48_133_114,114.049,0.126365,0.202559
VOXEL_48_133_115,114.449,0.124234,0.20076
VOXEL_48_134_72,121.463,0.269404,0.0285943
VOXEL_48_134_73,122.77,0.292191,0.0241952
VOXEL_48_134_74,117.134,0.174097,0.10238
VOXEL_48_134_75,111.279,0.073315,0.297141
VOXEL_48_134_103,131.421,0.439252,0.0009998
VOXEL_48_134_104,128.496,0.417582,0.00139972
VOXEL_48_134_105,130.275,0.480304,0.00159968
VOXEL_48_134_106,124.749,0.371458,0.0105979
VOXEL_48_134_113,117.693,0.205422,0.0873825
VOXEL_48_134_114,118.674,0.221666,0.0811838
VOXEL_48_135_69,112.386,0.090733,0.202759
VOXEL_48_135_70,117.552,0.165435,0.0717856
VOXEL_48_135_71,119.62,0.216725,0.0441912
VOXEL_48_135_72,122.569,0.246017,0.0203959
VOXEL_48_135_73,127.652,0.346723,0.00379924
VOXEL_48_135_74,125.507,0.325562,0.00839832
VOXEL_48_135_75,120.125,0.212193,0.0455909
VOXEL_48_135_102,123.394,0.276655,0.0167966
VOXEL_48_135_103,125.506,0.307793,0.00839832
VOXEL_48_135_104,126.374,0.36349,0.004999
VOXEL_48_135_105,128.668,0.420359,0.00359928
VOXEL_48_135_106,127.239,0.399502,0.00479904
VOXEL_48_135_111,134.326,0.509848,0.00019996
VOXEL_48_135_112,127.364,0.40962,0.00159968
VOXEL_48_135_113,126.446,0.395369,0.00519896
VOXEL_48_136_67,113.432,0.121908,0.224955
VOXEL_48_136_68,119.305,0.194709,0.0471906
VOXEL_48_136_69,117.495,0.187343,0.0559888
VOXEL_48_136_70,120.293,0.195117,0.0225955
VOXEL_48_136_71,111.337,0.0616872,0.265747
VOXEL_48_136_72,117.21,0.160245,0.0845831
VOXEL_48_136_73,123.122,0.273494,0.0209958
VOXEL_48_136_74,119.917,0.185572,0.064987
VOXEL_48_136_80,126.439,0.342947,0.00679864
VOXEL_48_136_101,121.731,0.239311,0.0241952
VOXEL_48_136_102,124.943,0.277346,0.00579884
VOXEL_48_136_103,120.81,0.226422,0.0425915
VOXEL_48_136_104,119.945,0.236518,0.0511898
VOXEL_48_136_105,122.124,0.292288,0.0365927
VOXEL_48_136_111,132.02,0.46764,0.00019996
VOXEL_48_137_68,109.409,0.0300406,0.381124
VOXEL_48_137_69,118.689,0.234223,0.0629874
VOXEL_48_137_70,113.699,0.115951,0.171366
VOXEL_48_137_71,117.447,0.16378,0.0831834
VOXEL_48_137_72,113.892,0.102076,0.192561
VOXEL_48_137_73,108.487,0.0184195,0.430314
VOXEL_48_137_80,113.683,0.108224,0.19876
VOXEL_48_137_101,126.038,0.329248,0.00479904
VOXEL_48_137_102,124.009,0.295249,0.0131974
VOXEL_48_137_103,124.5,0.280031,0.0157968
VOXEL_48_137_104,125.081,0.33155,0.0129974
VOXEL_48_137_124,110.225,0.0490434,0.331734
VOXEL_48_137_126,109.798,0.0466516,0.357728
VOXEL_48_138_64,109.58,0.034962,0.393121
VOXEL_48_138_65,115.56,0.140238,0.165767
VOXEL_48_138_66,111.78,0.0876092,0.313537
VOXEL_48_138_67,108.177,0.0111906,0.45191
VOXEL_48_138_68,110.247,0.0488858,0.311938
VOXEL_48_138_69,112.461,0.083855,0.224955
VOXEL_48_138_70,109.843,0.0431367,0.353529
VOXEL_48_138_71,116.32,0.172079,0.0935813
VOXEL_48_138_72,118.001,0.173825,0.0737852
VOXEL_48_138_101,127.828,0.366918,0.00259948
VOXEL_48_138_102,122.677,0.295991,0.00939812
VOXEL_48_138_103,121.01,0.285226,0.0259948
VOXEL_48_138_104,122.149,0.297774,0.0235953
VOXEL_48_138_106,128.476,0.31619,0.00439912
VOXEL_48_138_108,123.703,0.294067,0.00579884
VOXEL_48_138_109,119.645,0.228084,0.044791
VOXEL_48_138_124,137.175,0.454833,0.00019996
VOXEL_48_139_64,110.307,0.051503,0.377524
VOXEL_48_139_65,110.738,0.0658328,0.362927
VOXEL_48_139_66,113.451,0.104987,0.244151
VOXEL_48_139_67,114.443,0.129868,0.211958
VOXEL_48_139_68,119.998,0.236196,0.0387922
VOXEL_48_139_69,125.364,0.32095,0.00579884
VOXEL_48_139_70,127.391,0.384357,0.00479904
VOXEL_48_139_101,128.685,0.397507,0.00239952
VOXEL_48_139_102,125.474,0.334831,0.0059988
VOXEL_48_139_103,120.472,0.256616,0.0291942
VOXEL_48_139_104,120.173,0.249347,0.0359928
VOXEL_48_139_105,115.324,0.147254,0.137572
VOXEL_48_139_106,120.669,0.241382,0.0393921
VOXEL_48_139_107,117.257,0.172883,0.105179
VOXEL_48_139_108,115.831,0.16062,0.154969
VOXEL_48_139_109,130.692,0.271809,0.00219956
VOXEL_48_140_63,110.201,0.0645256,0.374725
VOXEL_48_140_102,122.853,0.2816,0.0117976
VOXEL_48_140_103,120.5,0.258784,0.0387922
VOXEL_48_140_104,118.214,0.230534,0.0671866
VOXEL_48_140_105,111.552,0.0855201,0.283943
VOXEL_48_140_106,119.05,0.226001,0.0671866
VOXEL_48_140_107,124.595,0.257157,0.0253949
VOXEL_48_141_80,110.977,0.0716608,0.278144
VOXEL_48_141_105,111.564,0.0821775,0.279744
VOXEL_48_141_106,112.174,0.0923314,0.259748
VOXEL_48_141_107,115.934,0.166058,0.135173
VOXEL_48_141_126,107.853,0.00755003,0.457309
VOXEL_48_142_83,108.791,0.0241417,0.412118
VOXEL_48_142_84,112.345,0.0807162,0.215957
VOXEL_48_142_85,111.338,0.0570073,0.30114
VOXEL_48_142_86,110.773,0.0586808,0.312937
VOXEL_48_142_90,110.541,0.0564804,0.316937
VOXEL_48_142_91,119.117,0.265756,0.0793841
VOXEL_48_143_77,111.672,0.0663899,0.281544
VOXEL_48_143_84,114.5,0.130006,0.143771
VOXEL_48_143_85,115.523,0.193209,0.10038
VOXEL_48_143_89,112.881,0.109281,0.209358
VOXEL_48_143_92,110.638,0.0643462,0.362927
VOXEL_48_143_93,111.323,0.0576678,0.327934
VOXEL_48_143_114,122.273,0.252002,0.0265947
VOXEL_48_144_91,116.534,0.201249,0.116777
VOXEL_48_145_77,108.015,0.00692498,0.445911
VOXEL_48_145_113,127.707,0.398068,0.00279944
VOXEL_48_146_75,132.583,0.39446,0.00039992
VOXEL_48_146_113,127.08,0.430064,0.00359928
VOXEL_48_146_119,119.628,0.198896,0.0537892
VOXEL_48_147_74,114.024,0.0986186,0.144371
VOXEL_48_147_75,120.515,0.219718,0.0365927
VOXEL_48_148_109,107.81,0.00589219,0.462507
VOXEL_48_148_112,121.03,0.277161,0.0207958
VOXEL_48_149_73,117.967,0.148834,0.080184
VOXEL_48_149_112,119.321,0.227467,0.0415917
VOXEL_48_150_84,114.979,0.123066,0.145171
VOXEL_48_152_81,119.795,0.169455,0.0583883
VOXEL_48_152_85,113.577,0.074459,0.204759
VOXEL_48_152_88,110.767,0.0591241,0.303739
VOXEL_48_153_83,109.883,0.0410827,0.363927
VOXEL_48_153_84,113.845,0.0907886,0.180964
VOXEL_48_153_85,114.067,0.13876,0.169766
VOXEL_48_153_86,109.108,0.0261256,0.39932
VOXEL_48_153_87,107.958,0.00914419,0.455509
VOXEL_48_153_99,109.597,0.0320651,0.375525
VOXEL_48_153_101,114.461,0.136251,0.175765
VOXEL_48_154_83,108.498,0.018464,0.426915
VOXEL_48_154_85,116.854,0.135882,0.0823835
VOXEL_48_154_99,109.417,0.0404449,0.387522
VOXEL_48_155_83,117.634,0.180232,0.0731854
VOXEL_48_155_84,118.729,0.231369,0.0459908
VOXEL_48_156_100,114.04,0.102259,0.211758
VOXEL_48_157_99,116.338,0.170364,0.09978
VOXEL_48_157_100,109.713,0.0369321,0.367127
VOXEL_48_157_102,108.73,0.0220636,0.426915
VOXEL_48_158_100,108.24,0.0156361,0.437712
VOXEL_48_158_101,110.895,0.0749982,0.310138
VOXEL_48_159_97,115.362,0.11987,0.161768
VOXEL_48_159_98,132.315,0.347511,0.00739852
VOXEL_48_159_101,117.286,0.193336,0.0913817
VOXEL_48_159_102,122.041,0.295033,0.0303939
VOXEL_48_160_102,120.602,0.254105,0.0409918
VOXEL_48_160_103,117.219,0.171526,0.0861828
VOXEL_48_160_107,108.709,0.0264796,0.422715
VOXEL_48_160_109,117.669,0.206186,0.0575885
VOXEL_48_161_103,113.24,0.113088,0.19756
VOXEL_48_161_104,107.814,0.00670339,0.465707
VOXEL_48_161_105,108.562,0.021783,0.431714
VOXEL_48_161_106,108.198,0.0161784,0.455109
VOXEL_48_162_103,110.654,0.0613705,0.325935
VOXEL_49_54_106,111.366,0.0715765,0.264947
VOXEL_49_55_106,115.371,0.14665,0.122376
VOXEL_49_58_108,114.436,0.146839,0.147171
VOXEL_49_59_106,108.934,0.028704,0.405519
VOXEL_49_60_105,113.144,0.075983,0.231354
VOXEL_49_61_102,117.592,0.142005,0.108178
VOXEL_49_61_103,116.352,0.128936,0.134373
VOXEL_49_61_104,123.57,0.268775,0.0315937
VOXEL_49_61_105,118.425,0.194279,0.0809838
VOXEL_49_61_106,116.483,0.139393,0.105979
VOXEL_49_61_109,108.319,0.0162339,0.439312
VOXEL_49_61_110,112.4,0.109569,0.226155
VOXEL_49_61_111,119.095,0.254687,0.059788
VOXEL_49_61_118,125.067,0.330534,0.0233953
VOXEL_49_62_99,120.768,0.20259,0.0659868
VOXEL_49_62_100,112.392,0.0735213,0.288342
VOXEL_49_62_101,114.442,0.10023,0.204359
VOXEL_49_62_102,113.679,0.102403,0.181364
VOXEL_49_62_103,116.781,0.138668,0.10238
VOXEL_49_62_104,112.15,0.100389,0.217756
VOXEL_49_62_105,117.91,0.189178,0.0815837
VOXEL_49_62_108,108.933,0.0266053,0.413117
VOXEL_49_62_109,107.815,0.00671496,0.468306
VOXEL_49_62_111,112.838,0.1218,0.226955
VOXEL_49_62_112,113.37,0.135383,0.195961
VOXEL_49_62_113,112.922,0.124949,0.20136
VOXEL_49_62_118,120.904,0.215795,0.0529894
VOXEL_49_63_98,116.606,0.163196,0.158768
VOXEL_49_63_99,118.583,0.142812,0.0967806
VOXEL_49_63_100,112.522,0.074892,0.272346
VOXEL_49_63_102,109.535,0.0316849,0.369926
VOXEL_49_63_110,109.539,0.0437356,0.392721
VOXEL_49_63_111,115.753,0.179929,0.135373
VOXEL_49_63_112,113.181,0.131288,0.213357
VOXEL_49_63_113,111.058,0.0903296,0.287942
VOXEL_49_63_114,111.957,0.102652,0.25215
VOXEL_49_63_118,120.467,0.214449,0.0289942
VOXEL_49_64_97,116.27,0.16438,0.167766
VOXEL_49_64_98,115.999,0.100851,0.163167
VOXEL_49_64_99,112.988,0.0729389,0.222156
VOXEL_49_64_100,112.46,0.071568,0.252949
VOXEL_49_64_112,113.945,0.161559,0.193961
VOXEL_49_64_113,111.829,0.107802,0.263747
VOXEL_49_64_114,111.587,0.0817193,0.282943
VOXEL_49_64_118,118.789,0.1895,0.0803839
VOXEL_49_65_96,119.456,0.208769,0.140972
VOXEL_49_65_97,121.113,0.144441,0.0863827
VOXEL_49_65_98,125.731,0.227676,0.0193961
VOXEL_49_65_113,112.791,0.123799,0.236753
VOXEL_49_65_114,122.663,0.262339,0.0305939
VOXEL_49_65_115,131.852,0.311635,0.0009998
VOXEL_49_65_119,126.493,0.323798,0.0039992
VOXEL_49_66_95,108.002,0.0112065,0.45031
VOXEL_49_66_96,121.514,0.217362,0.0885823
VOXEL_49_66_97,122.741,0.173541,0.0277944
VOXEL_49_66_114,125.45,0.324941,0.0139972
VOXEL_49_66_115,121.383,0.187872,0.0309938
VOXEL_49_66_116,123.883,0.236138,0.0129974
VOXEL_49_66_119,126.767,0.292776,0.0131974
VOXEL_49_67_94,111.558,0.0776386,0.317936
VOXEL_49_67_95,114.956,0.183925,0.242951
VOXEL_49_67_96,115.998,0.104882,0.154369
VOXEL_49_67_115,124.921,0.27956,0.00879824
VOXEL_49_67_116,121.918,0.233038,0.0377924
VOXEL_49_67_117,122.652,0.240836,0.0323935
VOXEL_49_67_118,117.763,0.142577,0.105979
VOXEL_49_67_119,116.962,0.146663,0.117177
VOXEL_49_67_120,113.856,0.104299,0.206959
VOXEL_49_68_94,113.147,0.0807407,0.261148
VOXEL_49_68_117,135.636,0.364942,0.0009998
VOXEL_49_68_118,121.704,0.204621,0.0475905
VOXEL_49_68_124,109.175,0.0320658,0.405319
VOXEL_49_69_93,121.873,0.234789,0.0263947
VOXEL_49_69_94,114.815,0.125674,0.154769
VOXEL_49_69_95,114.136,0.135862,0.192761
VOXEL_49_69_118,111.977,0.0672438,0.279144
VOXEL_49_70_76,110.187,0.0555854,0.335733
VOXEL_49_70_77,118.479,0.246754,0.0713857
VOXEL_49_70_93,114.251,0.113426,0.207159
VOXEL_49_71_92,121.925,0.21745,0.0833833
VOXEL_49_71_93,117.183,0.146983,0.180364
VOXEL_49_71_94,110.037,0.0480874,0.346931
VOXEL_49_72_92,120.994,0.215641,0.0759848
VOXEL_49_74_74,112.006,0.0800449,0.303339
VOXEL_49_76_89,113.185,0.112492,0.242152
VOXEL_49_76_95,112.171,0.112121,0.236953
VOXEL_49_77_91,108.837,0.0297074,0.417716
VOXEL_49_77_92,113.981,0.162665,0.19936
VOXEL_49_77_93,124.708,0.25365,0.0335933
VOXEL_49_77_94,124.48,0.375506,0.0227954
VOXEL_49_77_95,116.688,0.235161,0.108778
VOXEL_49_78_85,116.861,0.163323,0.0795841
VOXEL_49_78_86,117.06,0.166381,0.121376
VOXEL_49_78_87,107.627,0.00235193,0.477105
VOXEL_49_78_88,111.621,0.0564474,0.293741
VOXEL_49_78_93,120.484,0.328979,0.0433913
VOXEL_49_78_94,119.148,0.325,0.054789
VOXEL_49_78_95,115.528,0.199311,0.155169
VOXEL_49_78_131,111.609,0.0986046,0.315137
VOXEL_49_78_137,122.119,0.291183,0.0207958
VOXEL_49_79_94,116.823,0.183012,0.135773
VOXEL_49_79_95,112.97,0.121807,0.224755
VOXEL_49_79_134,109.232,0.0385545,0.395921
VOXEL_49_80_94,121.991,0.223745,0.0305939
VOXEL_49_80_95,122.131,0.23816,0.0309938
VOXEL_49_81_94,129.072,0.317493,0.00439912
VOXEL_49_81_95,127.455,0.307771,0.00439912
VOXEL_49_81_133,110.051,0.0522018,0.346931
VOXEL_49_82_94,124.869,0.23953,0.00839832
VOXEL_49_82_95,123.312,0.245033,0.0171966
VOXEL_49_82_133,113.17,0.125354,0.215357
VOXEL_49_83_94,120.241,0.175479,0.0575885
VOXEL_49_83_95,117.598,0.133096,0.103179
VOXEL_49_83_133,111.543,0.0835649,0.289742
VOXEL_49_84_93,126.342,0.248179,0.019796
VOXEL_49_84_94,123.835,0.178278,0.0337932
VOXEL_49_85_92,113.447,0.0951193,0.242551
VOXEL_49_85_93,125.842,0.226156,0.0163967
VOXEL_49_85_94,126.854,0.26922,0.0129974
VOXEL_49_85_132,108.613,0.0208407,0.422515
VOXEL_49_86_93,118.007,0.157565,0.116777
VOXEL_49_86_133,111.861,0.083559,0.280144
VOXEL_49_87_133,113.894,0.117586,0.154369
VOXEL_49_88_79,108.173,0.0109442,0.445111
VOXEL_49_88_90,113.449,0.109747,0.236353
VOXEL_49_88_133,115.335,0.153381,0.137173
VOXEL_49_88_134,123.953,0.264821,0.0141972
VOXEL_49_88_139,110.857,0.0581091,0.324735
VOXEL_49_89_89,107.928,0.00647078,0.461308
VOXEL_49_89_90,115.54,0.126203,0.162567
VOXEL_49_89_91,109.323,0.0307608,0.40052
VOXEL_49_89_133,117.715,0.117113,0.109178
VOXEL_49_89_138,122.474,0.308494,0.0379924
VOXEL_49_90_89,113.751,0.0760166,0.214557
VOXEL_49_90_90,115.334,0.120877,0.189962
VOXEL_49_90_133,116.865,0.0914003,0.124775
VOXEL_49_90_137,122.562,0.35267,0.0355929
VOXEL_49_90_138,118.468,0.238109,0.0875825
VOXEL_49_90_139,112.546,0.076575,0.256149
VOXEL_49_91_88,108.055,0.00640269,0.452709
VOXEL_49_91_133,114.525,0.121479,0.133173
VOXEL_49_91_136,121.248,0.29738,0.0405919
VOXEL_49_91_137,116.507,0.192347,0.132573
VOXEL_49_91_138,115.65,0.174631,0.158368
VOXEL_49_91_141,114.959,0.141612,0.162368
VOXEL_49_91_142,113.565,0.0905915,0.177165
VOXEL_49_92_62,117.164,0.181169,0.10178
VOXEL_49_92_63,117.346,0.173246,0.0739852
VOXEL_49_92_133,111.143,0.0672005,0.305739
VOXEL_49_92_135,135.26,0.500473,0.00039992
VOXEL_49_92_136,127.065,0.347059,0.0105979
VOXEL_49_92_137,115.639,0.161176,0.132973
VOXEL_49_92_141,111.861,0.0616205,0.287542
VOXEL_49_92_142,120.257,0.147379,0.0485903
VOXEL_49_93_86,110.579,0.0372237,0.331534
VOXEL_49_93_134,135.975,0.461522,0.00019996
VOXEL_49_93_135,137.425,0.550955,0.00059988
VOXEL_49_93_136,127.328,0.380144,0.0019996
VOXEL_49_93_139,110.03,0.0493311,0.363327
VOXEL_49_93_140,111.401,0.0780884,0.284943
VOXEL_49_93_141,119.223,0.194661,0.074985
VOXEL_49_93_142,119.341,0.171046,0.0633873
VOXEL_49_94_85,113.235,0.091743,0.202959
VOXEL_49_94_86,111.264,0.0533394,0.29914
VOXEL_49_94_133,141.53,0.463455,0.00019996
VOXEL_49_94_134,140.003,0.490803,0.00019996
VOXEL_49_94_135,138.773,0.582607,0.00079984
VOXEL_49_94_137,127.776,0.379145,0.0039992
VOXEL_49_94_138,118.856,0.229685,0.0773845
VOXEL_49_94_139,110.59,0.0692961,0.339532
VOXEL_49_94_140,112.026,0.103907,0.263947
VOXEL_49_94_141,112.399,0.0944427,0.262547
VOXEL_49_95_84,118.252,0.218307,0.0663867
VOXEL_49_95_85,113.584,0.116014,0.182563
VOXEL_49_95_132,138.283,0.408104,0.00019996
VOXEL_49_95_133,141.654,0.438779,0.00019996
VOXEL_49_95_134,141.318,0.551023,0.00019996
VOXEL_49_95_136,128.632,0.406736,0.00619876
VOXEL_49_95_137,121.315,0.291184,0.0433913
VOXEL_49_95_138,114.177,0.139841,0.191362
VOXEL_49_95_139,110.121,0.0644448,0.364927
VOXEL_49_95_140,116.411,0.203422,0.138572
VOXEL_49_96_70,107.814,0.00671097,0.462907
VOXEL_49_96_71,113.12,0.134414,0.187163
VOXEL_49_96_72,117.762,0.183241,0.0939812
VOXEL_49_96_73,118.579,0.213841,0.0719856
VOXEL_49_96_74,121.214,0.247335,0.0405919
VOXEL_49_96_75,120.594,0.184552,0.054989
VOXEL_49_96_76,112.819,0.0641941,0.226955
VOXEL_49_96_77,115.015,0.0938709,0.145971
VOXEL_49_96_78,118.586,0.14991,0.0619876
VOXEL_49_96_79,117.904,0.146858,0.103379
VOXEL_49_96_80,123.02,0.18949,0.0657868
VOXEL_49_96_81,126.068,0.323783,0.0207958
VOXEL_49_96_82,125.267,0.415557,0.0193961
VOXEL_49_96_83,128.587,0.444511,0.00579884
VOXEL_49_96_132,138.743,0.454449,0.00039992
VOXEL_49_96_133,143.34,0.525405,0.00019996
VOXEL_49_96_135,128.316,0.397629,0.0183963
VOXEL_49_96_136,117.974,0.229122,0.0785843
VOXEL_49_96_137,111.385,0.0830945,0.30174
VOXEL_49_96_138,116.887,0.224894,0.125375
VOXEL_49_97_65,116.775,0.195011,0.118776
VOXEL_49_97_67,115.315,0.14375,0.142372
VOXEL_49_97_68,116.386,0.147228,0.110578
VOXEL_49_97_69,116.338,0.134745,0.109178
VOXEL_49_97_71,109.892,0.0520414,0.343731
VOXEL_49_97_72,112.369,0.0915203,0.25095
VOXEL_49_97_73,114.772,0.147731,0.163367
VOXEL_49_97_74,119.729,0.233847,0.0607878
VOXEL_49_97_75,118.609,0.180346,0.0745851
VOXEL_49_97_76,121.173,0.204393,0.0311938
VOXEL_49_97_77,122.317,0.246778,0.0159968
VOXEL_49_97_78,121.756,0.24001,0.0257948
VOXEL_49_97_79,120.93,0.160704,0.0681864
VOXEL_49_97_80,124.357,0.169991,0.0539892
VOXEL_49_97_81,124.244,0.27966,0.0139972
VOXEL_49_97_82,123.779,0.329669,0.0177964
VOXEL_49_97_83,128,0.399446,0.00659868
VOXEL_49_97_84,128.22,0.418668,0.0039992
VOXEL_49_97_131,130.817,0.461509,0.00179964
VOXEL_49_97_132,142.001,0.485693,0.00019996
VOXEL_49_97_135,126.039,0.382563,0.0233953
VOXEL_49_98_62,110.695,0.0752039,0.336333
VOXEL_49_98_63,117.457,0.235558,0.0833833
VOXEL_49_98_64,111.582,0.0874311,0.314337
VOXEL_49_98_65,118.541,0.206663,0.0867826
VOXEL_49_98_66,126.356,0.330394,0.0069986
VOXEL_49_98_67,124.044,0.316376,0.00939812
VOXEL_49_98_68,116.946,0.183821,0.0873825
VOXEL_49_98_82,131.578,0.452354,0.00459908
VOXEL_49_98_83,129.931,0.462873,0.00239952
VOXEL_49_98_130,123.684,0.361757,0.0175965
VOXEL_49_98_131,129.971,0.454597,0.0019996
VOXEL_49_99_66,112.224,0.0711161,0.260548
VOXEL_49_99_67,121.298,0.279125,0.0487902
VOXEL_49_99_83,127.439,0.338498,0.00679864
VOXEL_49_99_130,127.853,0.401944,0.00439912
VOXEL_49_100_83,132.045,0.327944,0.00319936
VOXEL_49_100_129,132.132,0.517817,0.00119976
VOXEL_49_100_130,133.467,0.448885,0.00079984
VOXEL_49_100_138,121.802,0.230045,0.0511898
VOXEL_49_101_83,133.081,0.342379,0.00119976
VOXEL_49_101_128,132.448,0.468991,0.00059988
VOXEL_49_101_129,131.588,0.481334,0.00139972
VOXEL_49_101_130,133.844,0.526191,0.00179964
VOXEL_49_101_138,114.218,0.122184,0.187562
VOXEL_49_101_139,109.785,0.0527862,0.362527
VOXEL_49_102_83,134.46,0.459368,0.00019996
VOXEL_49_102_128,134.245,0.455924,0.00039992
VOXEL_49_102_129,137.712,0.542504,0.00039992
VOXEL_49_102_139,115.966,0.154553,0.125175
VOXEL_49_103_82,131.018,0.342363,0.00179964
VOXEL_49_103_83,134.761,0.390392,0.00039992
VOXEL_49_103_127,133.203,0.451407,0.00039992
VOXEL_49_103_128,140.121,0.510056,0.00019996
VOXEL_49_103_129,139.869,0.541331,0.00019996
VOXEL_49_104_82,127.776,0.266787,0.0029994
VOXEL_49_104_83,128.818,0.260605,0.00319936
VOXEL_49_104_126,125.525,0.346709,0.00639872
